Palm_Position_X,Palm_Position_Y,Palm_Position_Z,Palm_Speed_X,Palm_Speed_Y,Palm_Speed_Z,Is_Right_Hand
114.44634,429.5167,142.4812,-442.1203,59.5162,-23.414307,true
110.184586,429.9461,142.72368,-480.3058,48.396416,27.327686,true
105.84474,431.05923,143.52747,-480.39047,123.21595,88.97308,true
101.19597,430.7873,144.24857,-514.18787,-30.078442,79.759705,true
96.71346,431.0491,145.6995,-492.25854,28.749083,159.3373,true
92.365845,431.7711,147.67749,-484.84616,80.5167,220.58534,true
88.10578,432.29498,149.2756,-468.03592,57.55833,175.57872,true
83.89796,433.35812,150.99602,-465.77606,117.68258,190.43857,true
79.48057,433.47382,152.22052,-489.3535,12.814578,135.64885,true
75.34161,434.3865,153.71455,-459.8326,101.39873,165.98477,true
71.16549,435.61002,155.06953,-460.2293,134.8377,149.32576,true
66.798615,434.96298,155.6909,-482.5283,-71.49685,68.6586,true
62.918358,436.44342,157.04132,-429.51672,163.87401,149.4817,true
58.76693,436.64288,157.76369,-460.043,22.103922,80.0495,true
54.743183,436.3835,158.24176,-443.73035,-28.601414,52.721165,true
